Page ID,Page Name,Disclaimer,Amount Spent (USD),Number of Ads in Library
153045622000917,Home Professionals,Home Professionals,62908,11202
115027909935540,USA Savings Program,Richard Telfeja,62893,524
7341997111,Conservation International,Conservation International,62552,124
107413274082353,Annie "Mamá" Garcia for U.S. Senate,Run Annie Run,62466,153
743016619178814,Save My Care,Save My Country Action Fund,61392,22
680549575421741,UnitedVoice.com,"Beachside Media, Inc.",61290,179
746938465317981,Nuclear Matters,Nuclear Matters,61223,108
143152622368089,San Diego Zoo Safari Park,ZOOLOGICAL SOCIETY OF SAN DIEGO,61095,98
97279934919,BP America,BP CORPORATION NORTH AMERICA INC.,61004,6
5644748986,National Wildlife Federation,NATIONAL WILDLIFE FEDERATION,61004,450
169130470583214,Demand Justice,Demand Justice,60794,230
8501031021,VoteVets.org,VOTEVETS,60736,157
237105299784007,Our Health California,Our Health California,60583,34
163684173651518,SEIU Local 2015,SEIU LOCAL 2015,60516,82
147342179188541,Yes on B - Better Choice,"Yes on B for a Better Choice: A coalition of first responders, fire safety experts, housing advocates, elected officials, business leaders and taxpayers. Committee major funding from Newland Sierra, LLC",60430,299
110018833813683,Flip the Senate,SMP,60320,138
104226461023007,Anti-Semitism Accountability Project,Anti-Semitism Accountability Project,60161,208
100391988083233,Triggered Freedom Apparel,Triggered Freedom Apparel,60114,7002
429812024048177,Doug Jones for Senate,DOUG JONES FOR SENATE COMMITTEE,59987,168
248422805193353,The California Endowment,The California Endowment,59920,94
100822738050183,Trump Star 2020,Greek Steel LLC,59877,288
592707041080920,Stand Together,Stand Together Chamber of Commerce Inc.,59195,52
110285603825028,UT for Mike,Mike Bloomberg 2020 Inc,59003,23
113891694102,Energy Citizens,AMERICAN PETROLEUM INSTITUTE,58759,94
202851657003895,We Are PA,The Story of Us,58625,217
2301300770093138,Amanda Edwards For Texas,AMANDA EDWARDS FOR TEXAS,58598,1312
299311920159,AARP Washington,AARP,57827,51
833845080319275,The Daily Patriot,Full Tilt Holdings LLC,57677,143
6240652407,Young America's Foundation,YOUNG AMERICA'S FOUNDATION INC,57519,435
110181477071627,The World Helping Network,Local Home Programs,57440,22
103197217821401,Donald J. Trump 2020,Trump Collections,57378,7
441730636021778,Soltiix,Sotiix,57032,42
70995214846,Business Roundtable,Business Roundtable,56600,62
346729639373998,Ban Assault Weapons NOW,Ban Assault Weapons NOW,56547,215
109111900634787,Reverend Raphael Warnock,WARNOCK FOR GEORGIA,56361,370
111324359048459,Dr. Roger Marshall,KANSANS FOR MARSHALL,56333,102
21492729544,Catholic Relief Services,CATHOLIC RELIEF SERVICES - UNITED STATES CONFERENCE OF CATHOLIC BISHOPS,56327,221
104113087669604,Opportunity Arizona,Opportunity Arizona,55781,48
1435148843426547,SEIU Florida,SEIU COPE (SERVICE EMPLOYEES INTERNATIONAL UNION COMMITTEE ON POLITICAL EDUCATION),55570,41
49209604726,Vermont Teddy Bear,"VERMONT TEDDY BEAR CO., INC., THE",55499,40
143986912311328,University of Vermont Continuing and Distance Education,University of Vermont,55476,348
237224053850789,Mobile Workers Alliance,Mobile Workers Alliance,55413,136
8924408197,National Partnership for Women & Families,National Partnership for Women & Families,55223,135
8127889355,Americans for Tax Reform,Americans for Tax Reform,55086,634
15503839732,Peter G. Peterson Foundation,Peter G. Peterson Foundation,54915,113
459890014763287,Rocky Mountain Values,Rocky Mountain Values,54822,542
196021640986783,Cristina Tzintzun Ramirez,CRISTINA FOR TEXAS,54781,973
654702428226892,Stop the Corridor,Stop the Corridor,54757,7
112211450352193,Illinois Justice & Public Safety PAC,Illinois Justice & Public Safety PAC,54725,5
154471447959196,Institute for Veterans and Military Families - IVMF,Institute for Veterans and Military Families,54426,50
102046524596787,Outside Look,TOM STEYER 2020,54247,7
46347342434,EMILY's List,EMILY'S LIST,54228,3071
729627343834501,Kialo,Kialo,54156,89
971668776283950,PolicyEd,Hoover Institution,54079,602
179301645517086,Advanced Energy Economy,Advanced Energy Economy,53549,105
6231686654,Compassion International,"COMPASSION INTERNATIONAL, INCORPORATED",53351,60
1389807071117013,Lynn Afendoulis,Lynn Afendoulis for Congress,53321,135
700806360047982,CFG Action,Club for Growth Action,53305,47
7976226799,The Daily Show,Comedy Central,52848,65
29584007031,Rodney Ellis,Rodney Ellis Re-Election Campaign,52625,95
2385326588383789,Move Health Care Forward NJ,Move Health Care Forward NJ Inc,52596,247
2225580284361712,Tommy Tuberville,"TUBERVILLE FOR SENATE, INC.",52222,223
1896018690436031,U.S. Mail Not For Sale,AMERICAN POSTAL WORKERS UNION,51973,8
144100551891,Colonial Downs + Rosie's Gaming,"Colonial Downs Group, LLC",51733,120
221890358218748,Til Valhalla Project,Til Valhalla Project,51588,220
2177005695867568,Minnesota Ag-Energy Alliance,Minnesota AG Energy Alliance,51480,12
109630297263137,Wisconsin News Now,Opportunity Wisconsin,51271,12
133650406967,Scott Wiener,Re-Elect Scott Wiener for State Senate 2020. FPPC #1392654.,51201,51
107725370798378,"Texas Federation for Children PAC, Inc.","Texas Federation for Children PAC, Inc.",50928,133
1167092243351075,The Voting Project,The Voting Project,50514,58
635630776461179,NY State of Health,These ads ran without a disclaimer,50414,48
265729563474179,Shelly Masur for CA Senate 2020,Shelly Masur for CA Senate 2020,50082,25
106641210826839,The Facts About Darrell Issa,CARL DEMAIO FOR CONGRESS,50043,116
394817334402124,2020 Trump Bill,Innovative Ecomm LLC,50021,44
124244214586797,Wisconsin Alliance for Reform,Wisconsin Alliance for Reform,49998,12
1587845658207917,Friends of Manufacturing,National Association of Manufacturers,49854,27
201446296572389,Compassion in World Farming (USA),Compassion In World Farming,49809,13
1721333671443168,Majority Forward,MAJORITY FORWARD,49785,7
750053788435485,Texas Oil and Gas Association,Texas Oil & Gas Association,49770,20
22877548156,Earth Day Network,EARTH DAY NETWORK INC,49692,48
82106496620,AARP New York,AARP,49461,10
463399080663798,Mayes Middleton,Mayes Middleton for Texas State Representative,49247,7
107925603976843,Protect App-Based Drivers & Services,"Protect App-Based Drivers & Services, a coalition of on-demand drivers and network companies, small businesses, community groups and public safety organizations.",49236,214
21455818797,Feed the Children,"FEED THE CHILDREN, INC.",49193,324
103252811047521,No on Measure A,"No on A, Planning Today for San Diego's Future, a Coalition of Housing Advocates, Save Our Rural Economy, Building Industry Association of San Diego County, Farmers, Taxpayers, Firefighters & Law Enforcement. Committee major funding from National Association of Realtors, California Association of Realtors Issues Mobilization Political Action Committee and Building Industry Association of San Diego County.",49017,67
100119952246,Johnnie Walker,DIAGEO NORTH AMERICA INC.,48990,42
441730636021778,Soltiix,Soltiix LLC,48938,83
58158120046,ACLJ,American Center for Law and Justice,48928,33
1336293769761923,Jon Ossoff,JON OSSOFF FOR SENATE,48769,172
463095630924391,US Business Funding,Credox,48519,4
1852520761657982,4ocean,These ads ran without a disclaimer,48461,24
591968597559569,Donald Norcross for Congress,DONALD NORCROSS FOR CONGRESS,48444,196
186522514710557,Americans for Prosperity -  Florida,AMERICANS FOR PROSPERITY,48172,42
1925751504337881,MJ for Texas,MJ FOR TEXAS,48029,553
166618413413767,Jay Sekulow,American Center for Law and Justice,47863,49
201248453800242,My Pay My Say,Mackinac Center for Public Policy,47590,355
174009339411865,SmartNews,"SmartNews International, Inc.",47500,51671
2078647579047586,Project Pulso,Project Pulso,47327,418
343175436328856,CA Needs Energy Storage,California Alliance for Renewable Energy Solutions,47238,112
632586360234666,Retirement Elevated,Retirement Elevated,47030,110
112942500238297,Trees4Australia,Trees4Australia,46744,955
333081284065216,Brynne Kennedy for Congress,BRYNNE KENNEDY FOR CONGRESS,46729,97
88048989460,California Teachers Association,California Teachers Association,46714,39
138226223674071,Reform L.A. Jails,"Reform LA Jails, A Committee Supporting Jail Reform and Community Reinvestment, Sponsored by Justice Teams Network, A Project of Tides Advocacy. Committee Major Funding by Open Philanthropy Action Fund and Tides Advocacy. FPPC ID #1403015.",46560,17
113399503384613,Coalition Against Surprise Medical Billing,Coalition Against Surprise Medical Billing,46308,21
10524821940,National Park Foundation,National Park Foundation,46145,68
819942484773775,Tax Sale Blueprint,Bob Diamond,45850,1937
109059850684465,Pay Your Taxes Millionaire Mike Garcia,DCCC. (202) 863-1500. Not authorized by any candidate or candidate’s committee.,45762,189
329272720965256,GALvanize USA,GALvanize USA,45537,315
580580475786931,Annie Oliva for State Senate,ANNIE OLIVA FOR SENATE 2020,45388,195
7030901126,Campaign for Tobacco-Free Kids,TOBACCO-FREE KIDS ACTION FUND,45384,17
116407303075511,Jason Church,CHURCH FOR WISCONSIN,45381,58
518194348194441,RepresentUs,RepresentUs,45200,856
130112937326,Xcel Energy,"Xcel Energy Services, Inc.",45019,28
683872625157265,Theresa Greenfield,THERESA GREENFIELD FOR IOWA,45011,717
184222108343197,Blue Cross NC,Blue Cross NC,45001,29
289446947817747,Global Citizen,"GLOBAL POVERTY PROJECT, INC.",44916,74
281884085611820,Tedra Cobb,COMMITTEE TO ELECT TEDRA COBB,44791,304
551328948361758,For Our Future WI,Priorities USA and For Our Future Action Fund,44752,12
2309566456030859,Human Coalition Action,Human Coalition,44435,96
116546288359245,Heritage Action for America,HERITAGE ACTION FOR AMERICA,44276,326
423765287805463,Rafa Castellanos for County Supervisor,"Rafael Castellanos for Supervisor 2020, FPPC# 1414443",44183,141
586751814690068,Joni Ernst,Joni for Iowa,44164,138
143897370809,Alliance of Nurses for Healthy Environments,"Alliance of Nurses for Healthy Environments, Inc",44040,6
198899403470180,Massachusetts Right to Repair Coalition,Mass Right To Repair Committee,43998,22
45169169993,Planned Parenthood Minnesota Advocate,PLANNED PARENTHOOD OF MINNESOTA POLITICAL ACTION FUND,43988,103
680435012339144,Better Government Committee of the San Manuel Band of Mission Indians,People for Better Government Committee of the San Manuel Band of Mission Indians. Committee major funding from San Manuel Band of Mission Indians. Not authorized by a candidate or a committee controlled by a candidate.,43875,10
131352838109,Congressman Darrell Issa,DARRELL ISSA FOR CONGRESS,43668,69
89660729827,National Wildlife Federation Action Fund,NATIONAL WILDLIFE FEDERATION ACTION FUND,43659,128
397130463730560,MOVE Texas,MOVE Texas Action Fund,43632,6
118303441570966,Home Ownership Matters,NATIONAL ASSOCIATION OF REALTORS,43585,62
130848666099,Business Forward,Business Forward Inc.,43566,452
1472549903019349,CCAN Action Fund,Chesapeake Climate Action Network Action Fund,43492,77
114019869974920,John Harabedian,John Harabedian for Supervisor,43453,110
1526596704105609,Common Energy,Common Energy,43295,78
146252006016759,The Woman Cards,Zacharia Wahls,43064,11
11309713071,Gates Foundation,Bill & Melinda Gates Foundation,43037,29
20059927218,Chesapeake Climate Action Network,"CHESAPEAKE CLIMATE ACTION NETWORK, INC.",42967,169
158020364262665,Dominion Energy,Dominion Energy,42882,308
156995058171029,Newman for Senate,Newman for State Senate 2020,42834,13
111580587019589,"Stay Green, Keep SMART 2020","Stay Green, Keep SMART 2020 - YES on I, Committee major funding from Federated Indians of Graton Rancheria",42827,36
111148913644701,Local Homeowners Monthly News,Emanuel Thang Mah Nguyen,42713,24
69983322463,Ted Cruz,TED CRUZ FOR SENATE,42614,63
100186984869259,Not In NoVa,Not In NoVa,42599,146
656263988182462,Bill Hagerty,TEAM HAGERTY,42580,144
1586922324704702,Brian Jones for Congress,BRIAN JONES FOR CONGRESS 2020,42539,106
106890194194670,Nurses and Educators for Lisa Calderon for Assembly 2020,"Nurses and Educators for Lisa Calderon for Assembly 2020, sponsored by labor organizations. Committee major funding from: SEIU California State Council, California Teachers Association, and California School Employees Association. Not authorized by a candidate or a committee controlled by a candidate.",42448,209
249220035141307,Planned Parenthood of Indiana and Kentucky,Planned Parenthood of Indiana and Kentucky,42434,1248
102764011165938,Interesting Home Programs,Local Home Programs,42382,38
658047068047930,Fight For Prop 13,California Business Roundtable,42349,31
104959850958135,Protect Our Neighborhoods,Protect Our Neighborhoods Miami-Dade,41958,75
21834534343,Volunteers of America,"VOLUNTEERS OF AMERICA, INC.",41922,645
533755033788310,Hoosiers for Fair Energy Policy,Hooisers For Fair Energy & Fair Policy People,41838,228
304600892905134,Hillsdale College Online Courses,HILLSDALE COLLEGE,41670,137
952824021723953,Mani Grewal for California Senate District 5,Grewal for State Senate 2020,41649,22
2287567661259044,Modern Living,Cody K Tam,41621,102
113709270193291,Nurses Trust Bernie,VOTE NURSES VALUES POLITICAL ACTION COMMITTEE: CALIFORNIA NURSES ASSOCIATION,41509,14
8914040942,Chesapeake Bay Foundation,"CHESAPEAKE BAY FOUNDATION, INC., THE",41456,179
1525992614110420,Franchise Action Network,Franchise Action Network Inc,41417,43
108826673978558,Our Neighborhoods Florida,Our Neighborhoods Florida,41238,22
103425264487830,National American Sport and News,Jonathan  Quach,41144,83
533987556776948,Campaign for Sustainable Rx Pricing,Campaign for Sustainable Rx Pricing,40650,135
14440196673,Teamsters,INTERNATIONAL BROTHERHOOD OF TEAMSTERS,40628,34
151485624911761,NYC Mayor's Office,City of New York,40583,54
655065784538368,PredictIt,"PredictIt - Prediction Markets. A project of Victoria University of Wellington, PredictIt has been established to facilitate research into the way markets forecast events.",40422,120
407664862957433,Ammar Campa-Najjar for Congress,AMMAR CAMPA FOR CONGRESS,40383,174
112325855474892,Speak Up For Education and Kids,National Education Association,40376,1000
313842111853,Patrick McHenry,McHenry For Congress,40369,109
1933314866923536,With Honor Fund,With Honor Fund,40339,5
415271075262235,Raise Up,Fight for $15,40305,87
278478315828826,CNN Original Series,"Turner Broadcasting Sales, Inc",40178,108
229422593795044,State Government Leadership Foundation,State Government Leadership Foundation,40140,42
169034376562081,Valley Air District,San Joaquin Valley Air Pollution Control District,40116,29
23996308754,Senate Conservatives,SENATE CONSERVATIVES FUND,40069,90
350316025478383,When We All Vote,When We All Vote,39868,1030
288110884600563,Lean In,"Sheryl Sandberg & Dave Goldberg Family Foundation d/b/a LeanIn.Org, LLC",39845,25
102961264539951,Better Eating Tips,Kristy Leila Zephirin,39490,30
106667474170866,A Better Wisconsin Together,"A Better Wisconsin Together, Inc.",39337,877
100378051476086,YES for the DIA,Yes for the DIA,39266,21
211972722156574,DraftKings,DraftKings Inc.,39190,13
342013181836,Americans for Prosperity - Virginia,AMERICANS FOR PROSPERITY,39150,17
402120963932260,Counterpoint,Counterpoint,39053,62
112492646811151,California Census,CA Census 2020,38873,210
252814820267,HIAS,HIAS,38804,17
1905515863109983,Power In Cooperation,ConocoPhillips,38672,163
718529505167596,Church Scandal,X Social Media LLC,38629,44
100145644726687,Opportunity For All Floridians,Opportunity For All Floridians,38609,109
1495042817173727,Marie Newman,MARIE NEWMAN FOR CONGRESS,38600,38
555787351119974,Coalition to Protect America's Health Care,Coalition to Protect America's Health Care,38581,53
101039611488359,Better Golden Living,JOCELYN HSU-YU KO,38266,2
108283114027195,Smart Market Tips,Smart Market Tips,38194,59
50576707351,Republican State Leadership Committee,Republican State Leadership Committee,38182,42
747436915270894,Congressional Leadership Fund,CONGRESSIONAL LEADERSHIP FUND,38042,220
257019421075897,Cory Gardner,Cory Gardner for Senate,37897,77
6316744206,Jon Tester,MONTANANS FOR TESTER,37843,56
104703064331712,Trump Class Action,Emery Celli Brinckerhoff & Abady LLP,37695,59
1584050195202316,Barbara Bry for Mayor,Barbara Bry for San Diego Mayor 2020,37625,426
